ID,平均价格,最近一次使用消费券的折扣,历史使用优惠券折扣的最大值,历史购买总次数,最近一次消费金额,历史消费金额的平均值,历史使用优惠券的频率,历史使用优惠券的总次数,历史购买产品数量,最近一次购买宝贝数量,历史购买产品最大平均值,Action,next.1,next.2,next.3,next.4,next.5,next.6,next.7,next.8,next.9,next.10,next.11,Reward
1.0,108.0,2.0,4.0,18.0,199.0,232.82777777777775,0.8888888888888888,16.0,27.0,1.0,399.0,2.0,187.9,2.0,4.0,19.0,108.0,226.25789473684208,0.8947368421052632,17.0,28.0,1.0,399.0,68.0
1.0,187.9,2.0,4.0,19.0,108.0,226.25789473684208,0.8947368421052632,17.0,28.0,1.0,399.0,3.0,108.0,3.0,4.0,20.0,187.9,224.33999999999997,0.9,18.0,29.0,1.0,399.0,83.87
1.0,108.0,3.0,4.0,20.0,187.9,224.33999999999997,0.9,18.0,29.0,1.0,399.0,3.0,108.0,3.0,4.0,21.0,108.0,218.79999999999995,0.9047619047619048,19.0,30.0,1.0,399.0,54.67
1.0,108.0,3.0,4.0,21.0,108.0,218.79999999999995,0.9047619047619048,19.0,30.0,1.0,399.0,2.0,93.95,2.0,4.0,22.0,108.0,213.76363636363632,0.9090909090909091,20.0,31.0,2.0,399.0,68.0
1.0,93.95,2.0,4.0,22.0,108.0,213.76363636363632,0.9090909090909091,20.0,31.0,2.0,399.0,3.0,108.0,3.0,4.0,23.0,187.9,212.63913043478257,0.9130434782608695,21.0,33.0,1.0,399.0,99.8
1.0,108.0,3.0,4.0,23.0,187.9,212.63913043478257,0.9130434782608695,21.0,33.0,1.0,399.0,2.0,187.9,2.0,4.0,24.0,108.0,208.2791666666666,0.9166666666666666,22.0,34.0,1.0,399.0,65.96
1.0,187.9,2.0,4.0,24.0,108.0,208.2791666666666,0.9166666666666666,22.0,34.0,1.0,399.0,3.0,108.0,3.0,4.0,25.0,187.9,207.46399999999994,0.92,23.0,35.0,1.0,399.0,99.8
1.0,108.0,3.0,4.0,25.0,187.9,207.46399999999994,0.92,23.0,35.0,1.0,399.0,2.0,349.0,2.0,4.0,26.0,108.0,203.63846153846148,0.9230769230769231,24.0,36.0,2.0,399.0,68.0
1.0,349.0,2.0,4.0,26.0,108.0,203.63846153846148,0.9230769230769231,24.0,36.0,2.0,399.0,4.0,187.9,4.0,4.0,27.0,698.0,221.9481481481481,0.9259259259259259,25.0,38.0,1.0,399.0,242.92
1.0,187.9,4.0,4.0,27.0,698.0,221.9481481481481,0.9259259259259259,25.0,38.0,1.0,399.0,3.0,199.0,3.0,4.0,28.0,187.9,220.7321428571428,0.9285714285714286,26.0,39.0,1.0,399.0,99.8
1.0,199.0,3.0,4.0,28.0,187.9,220.7321428571428,0.9285714285714286,26.0,39.0,1.0,399.0,2.0,108.0,2.0,4.0,29.0,199.0,219.9827586206896,0.9310344827586207,27.0,40.0,1.0,399.0,138.0
1.0,108.0,2.0,4.0,29.0,199.0,219.9827586206896,0.9310344827586207,27.0,40.0,1.0,399.0,2.0,299.0,2.0,4.0,30.0,108.0,216.24999999999994,0.9333333333333333,28.0,41.0,2.0,399.0,65.96
1.0,299.0,2.0,4.0,30.0,108.0,216.24999999999994,0.9333333333333333,28.0,41.0,2.0,399.0,4.0,299.0,4.0,4.0,31.0,598.0,228.5645161290322,0.9354838709677419,29.0,43.0,2.0,399.0,230.07
1.0,299.0,4.0,4.0,31.0,598.0,228.5645161290322,0.9354838709677419,29.0,43.0,2.0,399.0,2.0,299.0,4.0,4.0,31.0,598.0,228.5645161290322,0.9354838709677419,29.0,43.0,2.0,399.0,0.0
1.0,299.0,4.0,4.0,31.0,598.0,228.5645161290322,0.9354838709677419,29.0,43.0,2.0,399.0,4.0,187.9,4.0,4.0,32.0,598.0,240.10937499999994,0.9375,30.0,45.0,1.0,399.0,230.04
1.0,187.9,4.0,4.0,32.0,598.0,240.10937499999994,0.9375,30.0,45.0,1.0,399.0,3.0,299.0,3.0,4.0,33.0,187.9,238.52727272727267,0.9393939393939394,31.0,46.0,1.0,399.0,96.81
1.0,299.0,3.0,4.0,33.0,187.9,238.52727272727267,0.9393939393939394,31.0,46.0,1.0,399.0,2.0,599.0,2.0,4.0,34.0,299.0,240.30588235294113,0.9411764705882353,32.0,47.0,1.0,599.0,179.58
1.0,599.0,2.0,4.0,34.0,299.0,240.30588235294113,0.9411764705882353,32.0,47.0,1.0,599.0,3.0,299.0,3.0,4.0,35.0,599.0,250.55428571428564,0.9428571428571428,33.0,48.0,1.0,599.0,306.96
1.0,299.0,3.0,4.0,35.0,599.0,250.55428571428564,0.9428571428571428,33.0,48.0,1.0,599.0,3.0,108.0,3.0,4.0,36.0,299.0,251.89999999999995,0.9444444444444444,34.0,49.0,1.0,599.0,135.65
2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,108.0,2.0,108.0,2.0,2.0,1.0,108.0,108.0,1.0,1.0,1.0,1.0,108.0,68.0
2.0,108.0,2.0,2.0,1.0,108.0,108.0,1.0,1.0,1.0,1.0,108.0,2.0,199.0,2.0,2.0,2.0,108.0,108.0,1.0,2.0,2.0,1.0,199.0,68.0
2.0,199.0,2.0,2.0,2.0,108.0,108.0,1.0,2.0,2.0,1.0,199.0,2.0,398.0,2.0,2.0,3.0,199.0,138.33333333333334,1.0,3.0,3.0,1.0,398.0,138.0
2.0,398.0,2.0,2.0,3.0,199.0,138.33333333333334,1.0,3.0,3.0,1.0,398.0,2.0,108.0,2.0,2.0,4.0,398.0,203.25,1.0,4.0,4.0,1.0,398.0,276.0
2.0,108.0,2.0,2.0,4.0,398.0,203.25,1.0,4.0,4.0,1.0,398.0,2.0,216.0,2.0,2.0,5.0,108.0,184.2,1.0,5.0,5.0,1.0,398.0,68.0
2.0,216.0,2.0,2.0,5.0,108.0,184.2,1.0,5.0,5.0,1.0,398.0,2.0,375.8,2.0,2.0,6.0,216.0,189.5,1.0,6.0,6.0,1.0,398.0,136.0
2.0,375.8,2.0,2.0,6.0,216.0,189.5,1.0,6.0,6.0,1.0,398.0,3.0,597.0,3.0,3.0,7.0,375.8,216.1142857142857,1.0,7.0,7.0,1.0,597.0,166.45
2.0,597.0,3.0,3.0,7.0,375.8,216.1142857142857,1.0,7.0,7.0,1.0,597.0,2.0,399.0,2.0,3.0,8.0,597.0,263.725,1.0,8.0,8.0,1.0,597.0,364.0
2.0,399.0,2.0,3.0,8.0,597.0,263.725,1.0,8.0,8.0,1.0,597.0,4.0,108.0,4.0,4.0,9.0,399.0,278.7555555555556,1.0,9.0,9.0,1.0,597.0,138.0
2.0,108.0,4.0,4.0,9.0,399.0,278.7555555555556,1.0,9.0,9.0,1.0,597.0,2.0,598.0,2.0,4.0,10.0,108.0,261.68,1.0,10.0,10.0,1.0,598.0,65.96
2.0,598.0,2.0,4.0,10.0,108.0,261.68,1.0,10.0,10.0,1.0,598.0,2.0,62.63333333333333,2.0,4.0,11.0,598.0,292.25454545454545,1.0,11.0,11.0,3.0,598.0,386.0
2.0,62.63333333333333,2.0,4.0,11.0,598.0,292.25454545454545,1.0,11.0,11.0,3.0,598.0,3.0,399.0,2.0,4.0,11.0,598.0,292.25454545454545,1.0,11.0,11.0,1.0,598.0,0.0
2.0,399.0,2.0,4.0,11.0,598.0,292.25454545454545,1.0,11.0,11.0,1.0,598.0,4.0,108.0,4.0,4.0,12.0,399.0,301.15000000000003,1.0,12.0,12.0,1.0,598.0,133.86
